结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,用户实付,收入合计,平台服务费,佣金,渠道分成,招商服务费,直播间站外推广,其他分成,其他分成说明,支出合计,备注
 , , ,收入+支出, , , , , , , , ,商品总价+运费, , , ,退给用户的货款+运费+退补贴, , , , , ,用户实付+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴,'-(用户实付+平台补贴+达人补贴)*费率,'-(用户实付-运费+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴)*费率, , , ,除“佣金、渠道分成、招商服务费、直播间站外推广”等账单中已分列展示之外的分成项目, ,平台服务费+达人佣金+渠道分成+招商服务费+直播站外推广+其他分成, 
2022-09-16 22:20:27,'4974396182672031344,'4974396182672031344,132.05,聚合账户,已结算,否,2022-09-04 18:29:14,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.02,0,138.98,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 22:20:09,'4975504378725388099,'4975504378725388099,132.05,聚合账户,已结算,否,2022-09-07 18:10:26,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.02,0,138.98,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 02:10:29,'4974025694500822576,'4974025694500822576,132.05,微信,已结算,否,2022-09-03 18:30:08,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 07:34:16,'4968464643869187641,'4968464643869187641,65.55,聚合账户,已结算,否,2022-08-19 18:53:43,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0.02,0,68.98,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-17 07:30:54,'4975153922278169677,'4975153922278169677,132.05,聚合账户,已结算,否,2022-09-06 19:29:04,'3568637652754402212,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.01,0,138.99,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 12:27:25,'4975147028855895485,'4975147028855895485,132.05,聚合账户,已结算,否,2022-09-06 19:04:24,'3568637652754402212,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0,0.07,138.93,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 12:26:26,'4974402805513565311,'4974402805513565311,132.05,聚合账户,已结算,否,2022-09-04 18:55:30,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 13:47:17,'4972916875684761062,'4972916875684761062,-132.05,聚合账户,结算后退款-原路退回,否,2022-08-31 18:50:56,'3568637652754402212,1,小店自卖,普通订单,0,0,0,0,0,0,0,-0.02,0,-138.98,-139,6.95,0,0,0,0,0,,6.95,
2022-09-17 14:58:30,'4968470738413641258,'4968470738413641258,65.55,聚合账户,已结算,否,2022-08-19 19:16:54,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0.06,0,68.94,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-17 14:55:55,'4974031492721206975,'4974031492721206975,132.05,聚合账户,已结算,否,2022-09-03 18:53:24,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 16:55:53,'4967350245879898040,'4967350245879898040,-65.55,聚合账户,结算后退款-原路退回,否,2022-08-16 18:46:41,'3562294316670045829,1,精选联盟,普通订单,0,0,0,0,0,0,0,0,-0.01,-68.99,-69,3.45,0,0,0,0,0,,3.45,
2022-09-17 18:33:21,'4973304453526040407,'4973304453526040407,-132.05,聚合账户,结算后退款-原路退回,否,2022-09-01 19:52:37,'3568637652754402212,1,小店自卖,普通订单,0,0,0,0,0,0,0,-0.1,0,-138.9,-139,6.95,0,0,0,0,0,,6.95,
2022-09-17 18:28:54,'4974031015961542256,'4974031015961542256,132.05,聚合账户,已结算,否,2022-09-03 18:50:49,'3568637652754402212,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.08,0,138.92,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 18:26:49,'4971836171745500606,'4971836171745500606,65.55,聚合账户,已结算,否,2022-08-28 20:50:58,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0.11,0,68.89,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-17 18:26:48,'4971836218952779198,'4971836218952779198,65.55,聚合账户,已结算,否,2022-08-28 20:50:46,'3562792515713237221,1,精选联盟,普通订单,69,69,0,0,0,0,0,0.12,0,68.88,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-17 18:25:20,'4967345328138437828,'4967345328138437828,65.55,聚合账户,已结算,否,2022-08-16 18:28:30,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0,0,69,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-17 20:44:19,'4974398527730474760,'4974398527730474760,132.05,聚合账户,已结算,否,2022-09-04 18:38:54,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.02,0,138.98,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-17 20:44:12,'4967347054711133347,'4967347054711002275,65.55,聚合账户,已结算,否,2022-08-16 18:34:19,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0,0,69,69,-3.45,0,0,0,0,0,,-3.45,
