订单号,子订单号,下单时间,订单收入(元),订单支出(元),订单净收益(元),结算状态,结算时间,业务类型,结算账户,订单类型,商品id,商品数量,订单总价(元),运费实付(元),商品总价(元),店铺券(元),订单实付(元),订单实付应结(元),平台补贴_运费(元),平台补贴(元),达人补贴(元),抖音支付补贴(元),抖音月付营销补贴(元),实际平台补贴_运费(元),实际平台补贴(元),实际达人补贴(元),实际抖音支付补贴(元),实际抖音月付营销补贴(元),实际补贴金额(元),订单退款(元),结算前退款(元),平台服务费(元),佣金(元),渠道分成(元),招商服务费(元),直播间站外推广(元),其他分成,退款扣佣金(元),备注
'4974024723844450121,'4974024723844450121,2022/9/3 18:28,69,3.45,65.55,已结算,2022/9/15 15:02,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974024418905367807,'4974024418905367807,2022/9/3 18:27,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974024642240830890,'4974024642240830890,2022/9/3 18:27,139,6.95,132.05,已结算,2022/9/25 18:22,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974024972943961928,'4974024972943961928,2022/9/3 18:27,139,6.95,132.05,已结算,2022/9/14 13:07,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135.92,135.92,0,3,0,0.08,0,0,3,0,0.08,0,3.08,0,0,-6.95,0,0,0,0,0,0,
'4974024092473249227,'4974024092473249227,2022/9/3 18:23,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4974023680163628215,'4974023680163628215,2022/9/3 18:22,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974023581386485112,'4974023581386485112,2022/9/3 18:22,139,6.95,132.05,已结算,2022/9/19 1:05,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974023358036853870,'4974023358036853870,2022/9/3 18:22,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974023667271445669,'4974023667271445669,2022/9/3 18:22,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974023435359133352,'4974023435359133352,2022/9/3 18:22,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974023203418515027,'4974023203418515027,2022/9/3 18:21,139,6.95,132.05,已结算,2022/9/19 1:05,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974023439647114756,'4974023439647114756,2022/9/3 18:21,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974022486154946118,'4974022486154946118,2022/9/3 18:18,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974022228462177447,'4974022228462177447,2022/9/3 18:17,139,6.95,132.05,已结算,2022/9/19 1:06,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974021532690798437,'4974021532690798437,2022/9/3 18:15,139,6.95,132.05,已结算,2022/9/19 1:04,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974048797136361268,'4974048797136361268,2022/9/3 19:59,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974048728405499214,'4974048728405499214,2022/9/3 19:59,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974048737004625714,'4974048737004625714,2022/9/3 19:58,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974048328972127838,'4974048328972127838,2022/9/3 19:57,139,6.95,132.05,已结算,2022/9/19 1:06,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974048045527831862,'4974048045527831862,2022/9/3 19:56,139,6.95,132.05,已结算,2022/9/19 20:48,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974046726958966013,'4974046726958966013,2022/9/3 19:51,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974046353292799818,'4974046353292799818,2022/9/3 19:50,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974046172909127377,'4974046172909127377,2022/9/3 19:48,139,6.95,132.05,已结算,2022/10/3 9:43,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974045369764339356,'4974045369764339356,2022/9/3 19:47,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974045335380543396,'4974045335380543396,2022/9/3 19:47,139,6.95,132.05,已结算,2022/9/19 4:44,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974045228039718820,'4974045228039718820,2022/9/3 19:46,69,3.45,65.55,已结算,2022/9/15 5:02,小店自卖,微信,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974044463511584744,'4974044463511584744,2022/9/3 19:44,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974043119178337929,'4974043119178337929,2022/9/3 19:39,139,6.95,132.05,已结算,2022/9/14 7:24,小店自卖,聚合账户,普通订单,'3568615580909081638,1,139,0,139,0,138,138,0,0,0,0,1,0,0,0,0,1,1,0,0,-6.95,0,0,0,0,0,0,
'4974043213669375278,'4974043213669375278,2022/9/3 19:38,139,6.95,132.05,已结算,2022/9/16 9:33,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4974042852895269893,'4974042852895269893,2022/9/3 19:37,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974042805645679857,'4974042805645679857,2022/9/3 19:36,139,6.95,132.05,已结算,2022/9/19 1:04,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974042358972104294,'4974042358972104294,2022/9/3 19:36,139,6.95,132.05,已结算,2022/9/23 1:10,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974042384744120060,'4974042384744120060,2022/9/3 19:36,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,0,0,0,3,0,0,0,0,3,3,0,0,-6.95,0,0,0,0,0,0,
'4974042157122374662,'4974042157122374662,2022/9/3 19:34,139,6.95,132.05,已结算,2022/9/15 15:02,鲁班广告,聚合账户,普通订单,'3568615580909081638,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4974041276637364053,'4974041276637364053,2022/9/3 19:32,139,6.95,132.05,已结算,2022/9/18 10:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974041362536941249,'4974041362536941249,2022/9/3 19:32,139,6.95,132.05,已结算,2022/9/19 1:04,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974041074777367993,'4974041074777367993,2022/9/3 19:30,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974040117006802051,'4974040117006802051,2022/9/3 19:28,69,3.45,65.55,已结算,2022/9/11 11:43,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,68.99,68.99,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,-3.45,0,0,0,0,0,0,
'4974040327466132690,'4974040327466132690,2022/9/3 19:28,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4974040035392791683,'4974040035392791683,2022/9/3 19:27,139,6.95,132.05,已结算,2022/9/15 18:50,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974039386860201947,'4974039386860201947,2022/9/3 19:24,139,6.95,132.05,已结算,2022/9/19 1:06,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974039717571296419,'4974039717571296419,2022/9/3 19:24,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4974039215056832432,'4974039215056832432,2022/9/3 19:23,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974038055452804683,'4974038055452804683,2022/9/3 19:19,139,6.95,132.05,已结算,2022/9/23 7:35,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135.5,135.5,0,0,0,0,3.5,0,0,0,0,3.5,3.5,0,0,-6.95,0,0,0,0,0,0,
'4974035718950825649,'4974035718950825649,2022/9/3 19:10,139,6.95,132.05,已结算,2022/9/19 1:04,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974035456956540871,'4974035456956540871,2022/9/3 19:09,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974034567897173353,'4974034567897173353,2022/9/3 19:06,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,-6.95,0,0,0,0,0,0,
'4974033910772512434,'4974033910772512434,2022/9/3 19:03,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974033876419538590,'4974033876419538590,2022/9/3 19:03,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974034189945412777,'4974034189945412777,2022/9/3 19:02,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974034116928744709,'4974034116928744709,2022/9/3 19:02,139,6.95,132.05,已结算,2022/9/19 1:04,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974033348138687593,'4974033348138687593,2022/9/3 19:02,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974049480032636269,'4974049480032636269,2022/9/3 20:01,69,3.45,65.55,已结算,2022/9/15 15:02,鲁班广告,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974049196566922543,'4974049196566922543,2022/9/3 20:00,139,6.95,132.05,已结算,2022/9/19 21:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974082924952241399,'4974082924952241399,2022/9/3 22:10,69,3.45,65.55,已结算,2022/9/15 15:02,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,67.8,67.8,0,0,0,0,1.2,0,0,0,0,1.2,1.2,0,0,-3.45,0,0,0,0,0,0,
'4974403638741382839,'4974403638741382839,2022/9/4 18:59,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974403827727254786,'4974403827727254786,2022/9/4 18:59,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974403784767833583,'4974403784767833583,2022/9/4 18:58,139,6.95,132.05,已结算,2022/9/16 20:49,小店自卖,聚合账户,普通订单,'3566385702583328359,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974403067502985079,'4974403067502985079,2022/9/4 18:56,139,6.95,132.05,已结算,2022/9/18 23:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974403170599328896,'4974403170599328896,2022/9/4 18:56,139,6.95,132.05,已结算,2022/9/18 13:46,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135,135,0,3,0,0,1,0,3,0,0,1,4,0,0,-6.95,0,0,0,0,0,0,
'4974402805513565311,'4974402805513565311,2022/9/4 18:55,139,6.95,132.05,已结算,2022/9/17 12:26,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974402736797886275,'4974402736797886275,2022/9/4 18:55,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974402732499717166,'4974402732499717166,2022/9/4 18:55,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974402234287469750,'4974402234287469750,2022/9/4 18:54,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974402543515806766,'4974402543515806766,2022/9/4 18:54,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974402848474908581,'4974402848474908581,2022/9/4 18:54,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4974402410371098449,'4974402410371098449,2022/9/4 18:53,69,3.45,65.55,已结算,2022/9/12 22:38,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974402058185219458,'4974402058185219458,2022/9/4 18:52,69,3.45,65.55,已结算,2022/9/12 22:38,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974401950835603376,'4974401950835603376,2022/9/4 18:51,139,6.95,132.05,已结算,2022/9/15 20:39,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974401173432966499,'4974401173432966499,2022/9/4 18:49,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,68.92,68.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-3.45,0,0,0,0,0,0,
'4974401139064012406,'4974401139064012406,2022/9/4 18:49,139,6.95,132.05,已结算,2022/9/25 18:55,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,137.8,137.8,0,0,0,0,1.2,0,0,0,0,1.2,1.2,0,0,-6.95,0,0,0,0,0,0,
'4974401267948592541,'4974401267948592541,2022/9/4 18:49,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974401323748286412,'4974401323748286412,2022/9/4 18:49,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974401272217347818,'4974401272217347818,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974401053163314781,'4974401053163314781,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/25 1:33,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974401375288751861,'4974401375288751861,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/16 20:49,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0,0.08,0,0,0,0,0.08,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974401018809834711,'4974401018809834711,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974401018809834711,'4974401018809965783,2022/9/4 18:48,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,68.99,68.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-3.45,0,0,0,0,0,0,
'4974401229259374558,'4974401229259374558,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/18 10:01,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974400868486020274,'4974400868486020274,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974400941514703958,'4974400941514703958,2022/9/4 18:48,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974400520587246912,'4974400520587246912,2022/9/4 18:46,139,6.95,132.05,已结算,2022/9/16 20:50,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974400099683675210,'4974400099683675210,2022/9/4 18:46,139,6.95,132.05,已结算,2022/9/15 2:50,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974400245708549766,'4974400245708549766,2022/9/4 18:45,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4974399781855489969,'4974399781855489969,2022/9/4 18:43,139,6.95,132.05,已结算,2022/9/18 13:43,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974399893534118951,'4974399893534118951,2022/9/4 18:43,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974399438265834496,'4974399438265834496,2022/9/4 18:43,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974399103262719893,'4974399103262719893,2022/9/4 18:41,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974399287930361630,'4974399287930361630,2022/9/4 18:40,139,6.95,132.05,已结算,2022/9/20 1:03,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974398527730474760,'4974398527730474760,2022/9/4 18:38,139,6.95,132.05,已结算,2022/9/17 20:44,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974398622210926407,'4974398622210926407,2022/9/4 18:38,139,6.95,132.05,已结算,2022/9/20 1:00,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974398441852358597,'4974398441852358597,2022/9/4 18:38,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974397681616160284,'4974397681616160284,2022/9/4 18:35,139,6.95,132.05,已结算,2022/9/20 1:01,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974397526999623519,'4974397526999623519,2022/9/4 18:34,139,6.95,132.05,已结算,2022/9/20 1:02,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974397565653581192,'4974397565653581192,2022/9/4 18:34,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974397329455498286,'4974397329455498286,2022/9/4 18:33,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
