订单号,子订单号,下单时间,订单收入(元),订单支出(元),订单净收益(元),结算状态,结算时间,业务类型,结算账户,订单类型,商品id,商品数量,订单总价(元),运费实付(元),商品总价(元),店铺券(元),订单实付(元),订单实付应结(元),平台补贴_运费(元),平台补贴(元),达人补贴(元),抖音支付补贴(元),抖音月付营销补贴(元),实际平台补贴_运费(元),实际平台补贴(元),实际达人补贴(元),实际抖音支付补贴(元),实际抖音月付营销补贴(元),实际补贴金额(元),订单退款(元),结算前退款(元),平台服务费(元),佣金(元),渠道分成(元),招商服务费(元),直播间站外推广(元),其他分成,退款扣佣金(元),备注
'4977377036006874164,'4977377036006874164,2022/9/12 19:14,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135.99,135.99,0,3,0,0.01,0,0,3,0,0.01,0,3.01,0,0,-6.95,0,0,0,0,0,0,
'4977377160562589017,'4977377160562589017,2022/9/12 19:14,139,6.95,132.05,已结算,2022/9/24 0:53,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977377250758643139,'4977377250758643139,2022/9/12 19:12,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977375017372001816,'4977375017372001816,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977375485541598990,'4977375485541598990,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.7,138.7,0,0,0,0,0.3,0,0,0,0,0.3,0.3,0,0,-6.95,0,0,0,0,0,0,
'4977375103276732319,'4977375103276732319,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4977375025962532814,'4977375025962532814,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/24 16:16,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977375275081254667,'4977375275081254667,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/24 16:16,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977374819810843826,'4977374819810843826,2022/9/12 19:08,139,6.95,132.05,已结算,2022/9/19 17:37,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0,-6.95,0,0,0,0,0,0,
'4977374669476568439,'4977374669476568439,2022/9/12 19:06,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977373522720083194,'4977373522720083194,2022/9/12 19:03,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977373642980078878,'4977373642980078878,2022/9/12 19:02,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,-6.95,0,0,0,0,0,0,
'4977372616487933717,'4977372616487933717,2022/9/12 19:00,139,6.95,132.05,已结算,2022/10/2 19:22,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.84,138.84,0,0.16,0,0,0,0,0.16,0,0,0,0.16,0,0,-6.95,0,0,0,0,0,0,
'4977372474764009080,'4977372474764009080,2022/9/12 19:00,139,6.95,132.05,已结算,2022/9/19 12:33,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977372496228896559,'4977372496228896559,2022/9/12 19:00,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977691290229464439,'4977691290229464439,2022/9/13 15:28,139,6.95,132.05,已结算,2022/9/22 14:58,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138,138,0,0,0,1,0,0,0,0,1,0,1,0,0,-6.95,0,0,0,0,0,0,
'4977740948593690394,'4977740948593690394,2022/9/13 18:49,139,6.95,132.05,已结算,2022/9/25 9:54,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135.9,135.9,0,3,0,0.1,0,0,3,0,0.1,0,3.1,0,0,-6.95,0,0,0,0,0,0,
'4977740613577098503,'4977740613577098503,2022/9/13 18:48,139,6.95,132.05,已结算,2022/9/30 15:08,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977740098202044067,'4977740098202044067,2022/9/13 18:46,139,6.95,132.05,已结算,2022/9/22 15:00,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977739883439333167,'4977739883439333167,2022/9/13 18:46,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977739204824218749,'4977739204824218749,2022/9/13 18:43,139,6.95,132.05,已结算,2022/9/21 11:54,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,-6.95,0,0,0,0,0,0,
'4977738109610737215,'4977738109610737215,2022/9/13 18:39,139,6.95,132.05,已结算,2022/9/22 12:37,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977737061642716489,'4977737061642716489,2022/9/13 18:33,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0,-6.95,0,0,0,0,0,0,
'4977736584909500132,'4977736584909500132,2022/9/13 18:33,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,137.92,137.92,0,0.5,0,0,0.58,0,0.5,0,0,0.58,1.08,0,0,-6.95,0,0,0,0,0,0,
'4977736606370641148,'4977736606370641148,2022/9/13 18:33,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4977734978582306058,'4977734978582306058,2022/9/13 18:28,139,6.95,132.05,已结算,2022/10/2 15:06,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4977735210515101260,'4977735210515101260,2022/9/13 18:27,139,6.95,132.05,已结算,2022/9/23 7:35,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0,-6.95,0,0,0,0,0,0,
'4977734939926838837,'4977734939926838837,2022/9/13 18:27,139,6.95,132.05,已结算,2022/9/20 19:04,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977734634994812490,'4977734634994812490,2022/9/13 18:25,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977734046578482238,'4977734046578482238,2022/9/13 18:22,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977733788874890734,'4977733788874890734,2022/9/13 18:21,139,6.95,132.05,已结算,2022/9/20 0:58,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977733234819153553,'4977733234819153553,2022/9/13 18:19,139,6.95,132.05,已结算,2022/9/25 1:34,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977732380128708078,'4977732380128708078,2022/9/13 18:16,139,6.95,132.05,已结算,2022/9/25 1:34,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977732401595352983,'4977732401595352983,2022/9/13 18:15,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977732530456938110,'4977732530456938110,2022/9/13 18:14,139,6.95,132.05,已结算,2022/9/20 22:25,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,137.5,137.5,0,0,0,1.5,0,0,0,0,1.5,0,1.5,0,0,-6.95,0,0,0,0,0,0,
'4977732109545557014,'4977732109545557014,2022/9/13 18:14,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977730958490318391,'4977730958490318391,2022/9/13 18:10,139,6.95,132.05,已结算,2022/9/21 11:54,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,-6.95,0,0,0,0,0,0,
'4977730735155516630,'4977730735155516630,2022/9/13 18:10,139,6.95,132.05,已结算,2022/9/25 1:33,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977730563354236176,'4977730563354236176,2022/9/13 18:08,139,6.95,132.05,已结算,2022/9/25 1:33,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977752356016577699,'4977752356016708771,2022/9/13 19:31,79,3.95,75.05,已结算,2022/9/20 12:34,精选联盟,聚合账户,普通订单,'3563818282685453315,1,79,0,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95,0,0,0,0,0,0,
'4977752356016577699,'4977752356016446627,2022/9/13 19:31,79,3.95,75.05,已结算,2022/9/20 12:34,精选联盟,聚合账户,普通订单,'3566416102361793131,1,79,0,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95,0,0,0,0,0,0,
'4977752356016577699,'4977752356016577699,2022/9/13 19:31,69,3.45,65.55,已结算,2022/9/20 12:34,小店自卖,聚合账户,普通订单,'3567122278628076427,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977746300114285679,'4977746300114285679,2022/9/13 19:07,139,6.95,132.05,已结算,2022/9/26 16:13,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977744753929903745,'4977744753929903745,2022/9/13 19:04,139,6.95,132.05,已结算,2022/9/26 16:13,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.86,138.86,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0,-6.95,0,0,0,0,0,0,
'4978074448502021625,'4978074448502021625,2022/9/14 16:20,139,6.95,132.05,已结算,2022/9/25 15:32,小店自卖,聚合账户,普通订单,'3568637652754402212,1,666,0,666,0,138.95,138.95,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,-6.95,0,0,0,0,0,0,
'4978113605729656499,'4978113605729656499,2022/9/14 18:55,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,148.97,148.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-7.45,0,0,0,0,0,0,
'4978112815442407357,'4978112815442407357,2022/9/14 18:50,149,7.45,141.55,已结算,2022/10/5 19:05,鲁班广告,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978112149746003786,'4978112149746003786,2022/9/14 18:50,149,7.45,141.55,已结算,2022/10/4 0:42,小店自卖,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978111445357209544,'4978111445357209544,2022/9/14 18:48,149,7.45,141.55,已结算,2022/9/29 2:04,鲁班广告,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978110977201554546,'4978110977201554546,2022/9/14 18:45,149,7.45,141.55,已结算,2022/10/5 3:38,小店自卖,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978110066663898487,'4978110066663898487,2022/9/14 18:42,149,7.45,141.55,已结算,2022/10/1 12:18,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,148.98,148.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-7.45,0,0,0,0,0,0,
'4978109439601552831,'4978109439601552831,2022/9/14 18:38,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978109211965226492,'4978109211965226492,2022/9/14 18:37,149,7.45,141.55,已结算,2022/10/5 19:05,鲁班广告,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978107940658097878,'4978107940658097878,2022/9/14 18:30,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978102365794184984,'4978102365794184984,2022/9/14 18:12,149,7.45,141.55,已结算,2022/10/5 12:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978101940593762087,'4978101940593762087,2022/9/14 18:09,149,7.45,141.55,已结算,2022/10/1 3:13,小店自卖,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978101541156734109,'4978101541156734109,2022/9/14 18:07,139,6.95,132.05,已结算,2022/9/26 16:13,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0,0,-6.95,0,0,0,0,0,0,
'4978124304497958103,'4978124304497958103,2022/9/14 19:34,69,3.45,65.55,已结算,2022/9/26 16:13,小店自卖,聚合账户,普通订单,'3562291954429609985,1,169,0,169,100,68.77,68.77,0,0.23,0,0,0,0,0.23,0,0,0,0.23,0,0,-3.45,0,0,0,0,0,0,
'4978124471987717136,'4978124471987717136,2022/9/14 19:34,149,7.45,141.55,已结算,2022/10/5 3:40,小店自卖,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978117862029548831,'4978117862029548831,2022/9/14 19:12,149,7.45,141.55,已结算,2022/10/5 19:05,鲁班广告,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978484678013994856,'4978484678013994856,2022/9/15 18:54,139,6.95,132.05,已结算,2022/9/28 19:12,小店自卖,聚合账户,普通订单,'3566019747638342501,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4978482775332441185,'4978482775332441185,2022/9/15 18:47,139,6.95,132.05,已结算,2022/9/28 19:12,小店自卖,聚合账户,普通订单,'3566019747638342501,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4978477741634545472,'4978477741634545472,2022/9/15 18:29,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,148.5,148.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,-7.45,0,0,0,0,0,0,
'4978473691493879595,'4978473691493879595,2022/9/15 18:13,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,148.93,148.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-7.45,0,0,0,0,0,0,
'4978766883127653684,'4978766883127653684,2022/9/16 13:06,69,3.45,65.55,已结算,2022/9/30 15:08,精选联盟,聚合账户,普通订单,'3562291090973424419,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4978853718772235377,'4978853718772235377,2022/9/16 18:49,139,6.95,132.05,已结算,2022/9/30 1:00,小店自卖,微信,普通订单,'3570308912643195421,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4978852348682055512,'4978852348682055512,2022/9/16 18:43,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978851300713418530,'4978851300713418530,2022/9/16 18:38,149,7.45,141.55,已结算,2022/10/5 3:40,小店自卖,微信,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978849028673548068,'4978849028673548068,2022/9/16 18:28,149,7.45,141.55,已结算,2022/10/5 19:05,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,145.96,145.96,0,3,0,0,0.04,0,3,0,0,0.04,3.04,0,0,-7.45,0,0,0,0,0,0,
'4978846683624332399,'4978846683624332399,2022/9/16 18:18,149,7.45,141.55,已结算,2022/9/30 12:15,小店自卖,聚合账户,普通订单,'3569537424679927567,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4978845816033343297,'4978845816033343297,2022/9/16 18:16,139,6.95,132.05,已结算,2022/9/28 2:21,鲁班广告,微信,普通订单,'3566019747638342501,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979193162933085347,'4979193162933216419,2022/9/17 16:43,19.85,0.99,18.86,已结算,2022/9/27 4:02,精选联盟,微信,普通订单,'3566365286347238757,1,79,0,79,0,19.85,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99,0,0,0,0,0,0,
'4979193162933085347,'4979193162933347491,2022/9/17 16:43,167.3,8.37,158.93,已结算,2022/9/27 2:45,小店自卖,微信,普通订单,'3563244429831751539,1,666,0,666,0,167.3,167.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.37,0,0,0,0,0,0,
'4979193162933085347,'4979193162933085347,2022/9/17 16:43,19.85,0.99,18.86,已结算,2022/9/27 2:45,精选联盟,微信,普通订单,'3566416102361793131,1,79,0,79,0,19.85,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99,0,0,0,0,0,0,
'4979226822595009941,'4979226822595009941,2022/9/17 18:57,139,6.95,132.05,已结算,2022/9/25 12:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0,0.06,0,0,0,0,0.06,0.06,0,0,-6.95,0,0,0,0,0,0,
'4979226908481484526,'4979226908481484526,2022/9/17 18:56,139,6.95,132.05,已结算,2022/9/29 2:00,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979227007266753906,'4979227007266753906,2022/9/17 18:55,139,6.95,132.05,已结算,2022/9/28 19:12,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,-6.95,0,0,0,0,0,0,
'4979225065949936861,'4979225065949936861,2022/9/17 18:47,139,6.95,132.05,已结算,2022/10/1 17:59,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0,-6.95,0,0,0,0,0,0,
'4979224322914987518,'4979224322914987518,2022/9/17 18:47,139,6.95,132.05,已结算,2022/9/27 16:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.58,138.58,0,0,0,0,0.42,0,0,0,0,0.42,0.42,0,0,-6.95,0,0,0,0,0,0,
'4979223494000180927,'4979223494000180927,2022/9/17 18:44,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979222849744000219,'4979222849744000219,2022/9/17 18:40,139,6.95,132.05,已结算,2022/9/29 15:36,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979223030143195025,'4979223030143195025,2022/9/17 18:40,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979221221945378185,'4979221221945378185,2022/9/17 18:35,139,6.95,132.05,已结算,2022/9/29 3:38,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979220122436148745,'4979220122436148745,2022/9/17 18:31,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979219997878244882,'4979219997878244882,2022/9/17 18:28,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,128,128,0,3,0,0,8,0,3,0,0,8,11,0,0,-6.95,0,0,0,0,0,0,
'4979216647813383912,'4979216647813383912,2022/9/17 18:14,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4979216347165541564,'4979216347165541564,2022/9/17 18:14,139,6.95,132.05,已结算,2022/9/29 15:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979216085163550418,'4979216085163550418,2022/9/17 18:12,139,6.95,132.05,已结算,2022/9/29 3:38,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979619799210007920,'4979619799210007920,2022/9/18 20:16,139,6.95,132.05,已结算,2022/10/2 15:06,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.75,138.75,0,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0,-6.95,0,0,0,0,0,0,
'4979966347237240397,'4979966347237240397,2022/9/19 18:43,139,6.95,132.05,已结算,2022/9/29 12:18,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4979962559078184268,'4979962559078184268,2022/9/19 18:31,139,6.95,132.05,已结算,2022/9/29 15:39,小店自卖,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979961691489087393,'4979961691489087393,2022/9/19 18:25,139,6.95,132.05,已结算,2022/10/4 15:03,鲁班广告,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979959943437265949,'4979959943437265949,2022/9/19 18:20,139,6.95,132.05,已结算,2022/10/4 15:04,鲁班广告,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979959883321368522,'4979959883321368522,2022/9/19 18:20,139,6.95,132.05,已结算,2022/10/4 15:04,小店自卖,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4979958277003631980,'4979958277003631980,2022/9/19 18:13,139,6.95,132.05,已结算,2022/10/4 15:03,小店自卖,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4979957340683468620,'4979957340683468620,2022/9/19 18:09,139,6.95,132.05,已结算,2022/10/4 2:32,小店自卖,微信,普通订单,'3569541324543778578,1,139,0,139,0,138.26,138.26,0,0.74,0,0,0,0,0.74,0,0,0,0.74,0,0,-6.95,0,0,0,0,0,0,
